ID	Name\HasVariant	Glottocode	Family	ISO639P3Code	PRONTO
kutu	Kutu		kutu1263	Atlantic-Congo	kdc	https://drive.google.com/file/d/1OpzJpHLGjpiZd18UJ5Oakg4FIuenG2V1/view?usp=share_link
kuvi	Kuvi		kuvi1243	Dravidian	kxv	https://drive.google.com/file/d/13rc1Vbet1M8P58y68NluLf9AGMcRZJ6j/view?usp=share_link
kwaio	Kwaio		kwai1243	Austronesian	kwd	https://drive.google.com/file/d/17ZgrKKNiHhobHGlvWZukvjxMOh52EF8H/view?usp=share_link
kwanga	Kwanga		kwan1278	Sepik	kwj	https://drive.google.com/file/d/1rF1CqRq-gDj-Hxang-r2MkKepZcNULOi/view?usp=share_link
kwaraae	Kwara'ae		kwar1239	Austronesian	kwf	https://drive.google.com/file/d/18oHxrtqEF4n1_J1Mcuhj-CDFwu4346pG/view?usp=share_link
kwere	Kwere		kwer1261	Atlantic-Congo	cwe	https://drive.google.com/file/d/1hWWnlve8DUq4Qwos5Fucq8dAfXgy3ATC/view?usp=share_link
kwoma	Kwoma		kwom1262	Sepik	kmo	https://drive.google.com/file/d/1g8bWfXW3mpyhIJPd1GqqfndGiFV9wjYe/view?usp=share_link
kyaka	Kyaka		kyak1244	Nuclear Trans New Guinea	kyc	https://drive.google.com/file/d/1_sFtWf1p4DLa9f0drbglnEpqWV55Kprj/view?usp=share_link
kyenele	Kyenele		kyen1243	Yuat	kql	https://drive.google.com/file/d/1CAsJlesa_5W-x0CQAOqMxLL98PF6Pe5O/view?usp=share_link
label	Label		labe1239	Austronesian	lbb	https://drive.google.com/file/d/1W5gf2tddO7QuK1CCBOrokdSiDubEEk9-/view?usp=share_link
lacandon	Lacandon		laca1243	Mayan	lac	https://drive.google.com/file/d/1tQaEpT5MzePtoB53fsp_1aUi-12GN5Ye/view?usp=share_link
latin	Latin		lati1261	Indo-European	lat	https://drive.google.com/file/d/1tkBaOxEpLNOpyjTYsAKBV4cVYHk9JWXu/view?usp=share_link
lewo	Lewo		lewo1242	Austronesian	lww	https://drive.google.com/file/d/1UBW2CORw7iezqllfZDdt9b8Q0p5ksoPw/view?usp=share_link
limbu	Limbu		limb1266	Sino-Tibetan	lif	https://drive.google.com/file/d/1wuMD1mGrrRwarv_rjdFUgqBvi74piYwi/view?usp=share_link
limbu1	Limbu	1	limb1266	Sino-Tibetan	lif	https://drive.google.com/file/d/1XrhPK_dbgu4_6twLVFJLF07JRLTFqNVi/view?usp=share_link
kinshasalingala	Kinshasa Lingala		ling1263	Atlantic-Congo	lin	https://drive.google.com/file/d/1pz95XL43YM3D5fTl5j-Un_Ez4fqIxSRE/view?usp=share_link
lithuanian	Lithuanian		lith1251	Indo-European	lit	https://drive.google.com/file/d/1nIf9do4-PQyeAlnG8gtLY-gIFsfPbCBv/view?usp=share_link
lodhi	Lodhi		lodh1246	Indo-European	lbm	https://drive.google.com/file/d/122HGfUoM0JoEBaghhPpWt2YgbdM-TI9v/view?usp=share_link
lole	Lole		lole1239	Austronesian	llg	https://drive.google.com/file/d/1WKU5iOEc3INfzCmTN4TBWSxKu2d_VDh3/view?usp=share_link
lote	Lote		lote1237	Austronesian	uvl	https://drive.google.com/file/d/1Hr_f70q8qyFfydQTX3bWV62QWTgpjhFu/view?usp=share_link
luang	Luang		luan1263	Austronesian	lex	https://drive.google.com/file/d/1p52rlX4BmZQDzyquJP--VDUpUdF4sxnG/view?usp=share_link
ganda	Ganda		gand1255	Atlantic-Congo	lug	https://drive.google.com/file/d/14uWY7R3gF85QWxrmPt8ov-gj3-NnkR2I/view?usp=share_link
luguru	Luguru		lugu1238	Atlantic-Congo	ruf	https://drive.google.com/file/d/1t2u3yNYPnDL_UIs2w_GRAPsnDwPMUy_j/view?usp=share_link
lukpa	Lukpa		lukp1238	Atlantic-Congo	dop	https://drive.google.com/file/d/18s4ceUquoVpdeUZkZfgavElz6SoIaxkF/view?usp=share_link
machiguenga	Machiguenga		mach1267	Arawakan	mcb	https://drive.google.com/file/d/11YwI4QT1dYrVD3fA6TRhkYu5b5ihynhQ/view?usp=share_link
macuna	Macuna		macu1260	Tucanoan	myy	https://drive.google.com/file/d/1UKR-dgvP8A_Iusv8RQCPrUqWbsbDFh-j/view?usp=share_link
macushi	Macushi		macu1259	Cariban	mbc	https://drive.google.com/file/d/1eL1hSDBWu3OkY-2dDARmw-HPsywjb4oU/view?usp=share_link
madak	Madak		mada1285	Austronesian	mmx	https://drive.google.com/file/d/1Ttfa5ngGbn7CHaXfoMOMZNCv_auTtRZx/view?usp=share_link
hungarian	Hungarian		hung1274	Uralic	hun	https://drive.google.com/file/d/1LdoL4ERCmBe_iJbsYo6w0HdYTsus1Mqb/view?usp=share_link
maiadomu	Maiadomu		maia1251	Austronesian	mzz	https://drive.google.com/file/d/1W9i2trXJAOuaM6nAYtxMh84TtJ4KevlC/view?usp=share_link
maiwapapuanewguinea	Maiwa (Papua New Guinea)		maiw1251	Dagan	mti	https://drive.google.com/file/d/1SRYyEYonBFDWBzbWyl0e2tZ_hGjToYW7/view?usp=share_link
maka	Maká		maca1260	Mataguayan	mca	https://drive.google.com/file/d/1HDz1uoENH9Q0x613TsAl0un10cQ502_M/view?usp=share_link
makaa	Makaa		maka1304	Atlantic-Congo	mcp	https://drive.google.com/file/d/1vylNHpCyGeFBhH3k0nDrf0qx6RmJaweX/view?usp=share_link
makhuwameetto	Makhuwa-Meetto		makh1261	Atlantic-Congo	mgh	https://drive.google.com/file/d/1OyjHX5x-3j9zeJwQRSU7lEjGB2s5ISi7/view?usp=share_link
makhuwameetto1	Makhuwa-Meetto	1	makh1261	Atlantic-Congo	mgh	https://drive.google.com/file/d/1ZxntgP8fTfJJmZBRPmyQ5Lww2UXPWIrs/view?usp=share_link
makonde	Makonde		mako1251	Atlantic-Congo	kde	https://drive.google.com/file/d/18tAWOAqMPbvHtLmDCyev4djc6ipK9Sn6/view?usp=share_link
tandroymalagasy	Tandroy Malagasy		tand1256	Austronesian	tdx	https://drive.google.com/file/d/1o6pTwnbGz0haQChTZoNxugKo4b7QXEqP/view?usp=share_link
centralmalay	Central Malay		mala1479	Austronesian	zlm	https://drive.google.com/file/d/1oS3ebTrjE5hKYxWNqjbWMCunE84MikW-/view?usp=share_link
malayalam	Malayalam		mala1464	Dravidian	mal	https://drive.google.com/file/d/17ZqxeO4w3mhxeOYpAsI_vqBJJS-sWi-q/view?usp=share_link
maleethiopia	Male (Ethiopia)		male1284	Ta-Ne-Omotic	mdy	https://drive.google.com/file/d/1yM-E5NqzGDJGSTKq0SPjYvimUEcv5MLO/view?usp=share_link
hote	Hote		hote1245	Austronesian	hot	https://drive.google.com/file/d/1UKrWAuIBA3Z1rjeUxjFgjZWvMZcRAre1/view?usp=share_link
mam	Mam		mamm1241	Mayan	mam	https://drive.google.com/file/d/1IGJs3z_4b6oZUM8fXKSz__GIBPiT43UF/view?usp=share_link
mam1	Mam	1	mamm1241	Mayan	mam	https://drive.google.com/file/d/1CJv0UmdZaZrXCXxKXBpl2wi0Xf9PjABt/view?usp=share_link
mamasa	Mamasa		mama1276	Austronesian	mqj	https://drive.google.com/file/d/1W7PdwjZxj944438VeP3aF4vR2N_M7uPh/view?usp=share_link
manam	Manam		mana1295	Austronesian	mva	https://drive.google.com/file/d/1gvP2y3bUbE3FPFEOwrj0yvak71hWKcZo/view?usp=share_link
manambu	Manambu		mana1298	Ndu	mle	https://drive.google.com/file/d/13TFHbICIYmxsDyCozvQKpKocjSxrHz4I/view?usp=share_link
mandara	Mandara		mand1440	Austronesian	tbf	https://drive.google.com/file/d/1kSeJvBhlOetiQ7lELAc5Q1VtsESUewwd/view?usp=share_link
mangseng	Mangseng		mang1403	Austronesian	mbh	https://drive.google.com/file/d/1cJ2_huNbYCIbJiw7L3mJMH8yTPGFPFGQ/view?usp=share_link
mankanya	Mankanya		mank1251	Atlantic-Congo	knf	https://drive.google.com/file/d/1rDIKYtdkMKyoBcsjfEUb-P6gwoR9yHLt/view?usp=share_link
agusanmanobo	Agusan Manobo		agus1235	Austronesian	msm	https://drive.google.com/file/d/1BtHE7MwBkerEdv9IYRKcuC8Jfa6Zgmw7/view?usp=share_link
atamanobo	Ata Manobo		atam1240	Austronesian	atd	https://drive.google.com/file/d/164eREbv9Jwp7pOneChUBg249F8slUxU-/view?usp=share_link
matigsalugmanobo	Matigsalug Manobo		mati1250	Austronesian	mbt	https://drive.google.com/file/d/1DAbEhxaAA9BarBsRv5xCdVQPdSTslky-/view?usp=share_link
obomanobo	Obo Manobo		obom1235	Austronesian	obo	https://drive.google.com/file/d/156zVGf6ah6EAKaq9WSfoETlRWdGjSiI7/view?usp=share_link
saranganimanobo	Sarangani Manobo		sara1327	Austronesian	mbs	https://drive.google.com/file/d/1MDg1QTny4CVDjqF3wFIG1pvsozhIIf6Z/view?usp=share_link
mansaka	Mansaka		mans1262	Austronesian	msk	https://drive.google.com/file/d/1hnFWR3FCYfcKei1jUx8PjBzpnsN9JGqa/view?usp=share_link
mape	Mape		mape1249	Nuclear Trans New Guinea	mlh	https://drive.google.com/file/d/1XuHjTPN01w68M2qjNsZU5jjlqNeDk7kQ/view?usp=share_link
mapudungun	Mapudungun		mapu1245	Araucanian	arn	https://drive.google.com/file/d/1OSK2CIXUkNxwqvYV-e9wUXmbGrEKhqzE/view?usp=share_link
marathi	Marathi		mara1378	Indo-European	mar	https://drive.google.com/file/d/1LqSS43NYACnHJ4sZ7DbycsHmZ_gSxvz0/view?usp=share_link
marik	Marik		mari1428	Austronesian	dad	https://drive.google.com/file/d/19sXS2-_jPhTrrTcq7gxO7GBpDdlmA3pc/view?usp=share_link
martuwangka	Martu Wangka		mart1256	Pama-Nyungan	mpj	https://drive.google.com/file/d/1TREbiEjnrCVsbZr0K27uryvMhSa3fv4c/view?usp=share_link
masbatenyo	Masbatenyo		masb1238	Austronesian	msb	https://drive.google.com/file/d/1QgMzQOgmYy6tEBcA4EWDsIdTR2TZCo6B/view?usp=share_link
maskelynes	Maskelynes		mask1242	Austronesian	klv	https://drive.google.com/file/d/1ok9PsGZf4aYBWEu4mQavXY6aPlET6ZwG/view?usp=share_link
mato	Mato		mato1252	Austronesian	met	https://drive.google.com/file/d/1AUOUWg0NF3pRXYwWIPeJPPPaoErzmnnF/view?usp=share_link
matses	Matsés		mats1244	Pano-Tacanan	mcf	https://drive.google.com/file/d/1RVBEUHiq35-9kh2Mw-N6c-u40Dqr4vMv/view?usp=share_link
matumbi	Matumbi		matu1259	Atlantic-Congo	mgw	https://drive.google.com/file/d/19rbvAL8qQCHmGg3Kddu1xLj0ATeGvOMr/view?usp=share_link
mawng	Mawng		maun1240	Iwaidjan Proper	mph	https://drive.google.com/file/d/1jv6fCvTPm6cxGMTQ7csOagUe22DDeRgp/view?usp=share_link
mauwake	Mauwake		mauw1238	Nuclear Trans New Guinea	mhl	https://drive.google.com/file/d/1hoQPoOeExDhZpjw92hhvOdAJA30GOdVy/view?usp=share_link
maxakali	Maxakalí		maxa1247	Nuclear-Macro-Je	mbl	https://drive.google.com/file/d/1TiAchCgC1P17LPC9ust-UxNLZ4SG7595/view?usp=share_link
mopan	Mopan		mopa1243	Mayan	mop	https://drive.google.com/file/d/1HApnK1H88_Yer6-1_tjj-gJoDDNPRXpA/view?usp=share_link
centralmazahua	Central Mazahua		cent2144	Otomanguean	maz	https://drive.google.com/file/d/1-Iy7_o5RyqzMjJ9szLstSW3XpqDgG38b/view?usp=share_link
chiquihuitlanmazatec	Chiquihuitlán Mazatec		chiq1250	Otomanguean	maq	https://drive.google.com/file/d/1-xQO1tnT8zppNyjszq0RKGCmvUqyBmUL/view?usp=share_link
huautlamazatec	Huautla Mazatec		huau1238	Otomanguean	mau	https://drive.google.com/file/d/1dAN9HXiZUHXIvAKW5F6kwzgK2GB8BovG/view?usp=share_link
jalapadediazmazatec	Jalapa De Díaz Mazatec		jala1237	Otomanguean	maj	https://drive.google.com/file/d/1gCMSWCHGoOa6Mf-biUR1eutnlVilKIZw/view?usp=share_link
sanjeronimotecoatlmazatec	San Jerónimo Tecóatl Mazatec		sanj1286	Otomanguean	maa	https://drive.google.com/file/d/1di3oQE0RC4OCTg4g8gFCJttIaKdtQTu-/view?usp=share_link
ayautlamazatec	Ayautla Mazatec		ayau1235	Otomanguean	vmy	https://drive.google.com/file/d/1Pzu0PmVzm_dEUjxRSHEEOfxgF4jR2toP/view?usp=share_link
mbuko	Mbuko		mbuk1243	Afro-Asiatic	mqb	https://drive.google.com/file/d/1WaHVpM3eDuu6OJYS-BjK3MGl3MMxGMbz/view?usp=share_link
mbula	Mbula		mbul1263	Austronesian	mna	https://drive.google.com/file/d/1D-Ve2kTxfeg-fQchX4zOMaIcC8RRZHQ0/view?usp=share_link
manipuri	Manipuri		mani1292	Sino-Tibetan	mni	https://drive.google.com/file/d/1BsYR_5G_OSWqLOhw7Udw0boo4ziiFdbp/view?usp=share_link
mekeo	Mekeo		meke1243	Austronesian	mek	https://drive.google.com/file/d/1RqU6p_v8cLplaUEHvWYvrW853eANmQby/view?usp=share_link
tokpisin	Tok Pisin		tokp1240	Indo-European	tpi	https://drive.google.com/file/d/1ACaAoqDQx-A_WPArCds0Y4FdvDCrBg2p/view?usp=share_link
tokpisin1	Tok Pisin	1	tokp1240	Indo-European	tpi	https://drive.google.com/file/d/1bMUHZqRPS-85K9vOFN_GmrBbhHA2X4kP/view?usp=share_link
melpa	Melpa		melp1238	Nuclear Trans New Guinea	med	https://drive.google.com/file/d/1WIutP4tRlEzDatlMhnrKe2AbinG0fCWq/view?usp=share_link
mendepapuanewguinea	Mende (Papua New Guinea)		mend1268	Sepik	sim	https://drive.google.com/file/d/1g_n5ATSBxfE10OTL3Kh8MKmxeUIdsrVZ/view?usp=share_link
mengen	Mengen		meng1267	Austronesian	mee	https://drive.google.com/file/d/1n7d___MfzHPuv8kZgpzk-sXTNOqq7FHN/view?usp=share_link
menya	Menya		meny1245	Angan	mcr	https://drive.google.com/file/d/1cDMXHpF_AaqNvLtb3PQ6lKGXB_tTuRPD/view?usp=share_link
merey	Merey		mere1246	Afro-Asiatic	meq	https://drive.google.com/file/d/1gskatrMV9d54UqZc6ja__Yt3pVAcPYHH/view?usp=share_link
meriam	Meriam		meri1244	Eastern Trans-Fly	ulk	https://drive.google.com/file/d/11yRKPRU-Izix23xoWQlcs8EyjgE4ru-K/view?usp=share_link
meriam1	Meriam	1	meri1244	Eastern Trans-Fly	ulk	https://drive.google.com/file/d/1Ijfmg2sn-O4azBsmtgwnqtMsUDEkHfV1/view?usp=share_link
mikmaq	Mi'kmaq		mikm1235	Algic	mic	https://drive.google.com/file/d/1urTQN5cmbxaDOGl7h6A46FggpTDwtxur/view?usp=share_link
mian	Mian		mian1256	Nuclear Trans New Guinea	mpt	https://drive.google.com/file/d/1xSldoqFZpUXkKMA1yDE0yow6rBkZBvBQ/view?usp=share_link
migabac	Migabac		miga1241	Nuclear Trans New Guinea	mpp	https://drive.google.com/file/d/16pvl-mAuX0TmLIN6DrrLJSXLNtAJwOSu/view?usp=share_link
minaveha	Minaveha		mina1269	Austronesian	mvn	https://drive.google.com/file/d/1TWKuVH53GEJ_LapZJXx0zla1v7hnArla/view?usp=share_link
arifamaminiafia	Arifama-Miniafia		arif1239	Austronesian	aai	https://drive.google.com/file/d/1Lc2r80Huiv_up8NeT7eSBVcxg-0aGh2K/view?usp=share_link
kalam1	Kalam	1	kala1397	Nuclear Trans New Guinea	kmh	https://drive.google.com/file/d/1qOWcNpB-t0il-vI2DXyAAYRMAMptoLqW/view?usp=share_link
misimapaneati	Misima-Paneati		misi1243	Austronesian	mpx	https://drive.google.com/file/d/1coFBzRhpU6fpRkb-ZodMcaZR1kHG3OvC/view?usp=share_link
coatlanmixe	Coatlán Mixe		coat1238	Mixe-Zoque	mco	https://drive.google.com/file/d/1e8zjZ6fa5yf3PTW3a1CzgN2vqqSDC04P/view?usp=share_link
isthmusmixe	Isthmus Mixe		isth1238	Mixe-Zoque	mir	https://drive.google.com/file/d/1ZSN0UKWzoeE40QIJh6rYmXPDs_MVVD58/view?usp=share_link
juquilamixe	Juquila Mixe		juqu1238	Mixe-Zoque	mxq	https://drive.google.com/file/d/1pAIGB-n7W8Bibg6TvaIS--nRGlQmG4sP/view?usp=share_link
tlahuitoltepecmixe	Tlahuitoltepec Mixe		tlah1239	Mixe-Zoque	mxp	https://drive.google.com/file/d/1RHSlP-ZhNfRRiCUxFcqIu38AHCd9k-m4/view?usp=share_link
totontepecmixe	Totontepec Mixe		toto1305	Mixe-Zoque	mto	https://drive.google.com/file/d/1vr3fDDk4rsRLCQbMi2ojlwlbiBSZnATj/view?usp=share_link
atatlahucamixtec	Atatláhuca Mixtec		atat1238	Otomanguean	mib	https://drive.google.com/file/d/1QeBik34lmeZsLKHvBe4s_AUul45PVYyr/view?usp=share_link
chayucomixtec	Chayuco Mixtec		chay1249	Otomanguean	mih	https://drive.google.com/file/d/1cX_O4Y9p-9wnJe3qZyIi6Xd1y96veafo/view?usp=share_link
coatzospanmixtec	Coatzospan Mixtec		coat1241	Otomanguean	miz	https://drive.google.com/file/d/1Fe6DiKtylEJCOSkh3tuoCpoARg8jmAgi/view?usp=share_link
diuxitilantongomixtec	Diuxi-Tilantongo Mixtec		diux1235	Otomanguean	xtd	https://drive.google.com/file/d/1mXH2BO1WOSlYowrUd2Efedzje92rOp3O/view?usp=share_link
jamiltepecmixtec	Jamiltepec Mixtec		jami1235	Otomanguean	mxt	https://drive.google.com/file/d/1oMwNBgjd-mpazE7SxkP5py8oRvV2rEsy/view?usp=share_link
magdalenapenascomixtec	Magdalena Peñasco Mixtec		magd1235	Otomanguean	xtm	https://drive.google.com/file/d/1qtwtqYFAKDnindJEXp45tUrzk2W-gqzn/view?usp=share_link
ocotepecmixtec	Ocotepec Mixtec		ocot1243	Otomanguean	mie	https://drive.google.com/file/d/1BKRAgGkKIrKAw3ktl4hPpjhM9rmmKrJY/view?usp=share_link
penolesmixtec	Peñoles Mixtec		peno1244	Otomanguean	mil	https://drive.google.com/file/d/1Lxhv9cr3a8-aJrWfKfTMQffVI0rZ9Qze/view?usp=share_link
pinotepanacionalmixtec	Pinotepa Nacional Mixtec		pino1237	Otomanguean	mio	https://drive.google.com/file/d/10jyVaKqOCsE6MMmzVeii9oTqQfMyeTs5/view?usp=share_link
sanjuancoloradomixtec	San Juan Colorado Mixtec		sanj1281	Otomanguean	mjc	https://drive.google.com/file/d/1q4Ex17pqdbn7FL0MVUXVGtQIh_EuxLqH/view?usp=share_link
sanmiguelelgrandemixtec	San Miguel El Grande Mixtec		sanm1295	Otomanguean	mig	https://drive.google.com/file/d/1_uImIGbQuk6bC5fE27L-4etIiM9BrIJn/view?usp=share_link
silacayoapanmixtec	Silacayoapan Mixtec		sila1250	Otomanguean	mks	https://drive.google.com/file/d/1UND7YwSMTodusmySyQYfJAB7u6DRDSYD/view?usp=share_link
southernpueblamixtec	Southern Puebla Mixtec		sout3001	Otomanguean	mit	https://drive.google.com/file/d/1BeQvjPB7SNUUhVunlkJaIPgZ8EeCTBwv/view?usp=share_link
tezoatlanmixtec	Tezoatlán Mixtec		tezo1238	Otomanguean	mxb	https://drive.google.com/file/d/1B8z1W4bEgt9EGK2K7H6HX5kMLEFsH8mN/view?usp=share_link
yosonduamixtec	Yosondúa Mixtec		yoso1239	Otomanguean	mpm	https://drive.google.com/file/d/1h2FeEVnZlRfJLIVDEaqXw0XANfkpA9pK/view?usp=share_link
mokilese	Mokilese		moki1238	Austronesian	mkj	https://drive.google.com/file/d/1YpEgvM-DE_wT6JcjJBwGYbG7lGhMzfxY/view?usp=share_link
mokole	Mokole		moko1243	Atlantic-Congo	mkl	https://drive.google.com/file/d/1wVTN_PHJwkLXknS04Sdi_iGvQPbfzc1e/view?usp=share_link
molima	Molima		moli1248	Austronesian	mox	https://drive.google.com/file/d/1sGab_kJBN-aea_sb2roJdUJ1h_O27V18/view?usp=share_link
morokodo	Morokodo		moro1284	Central Sudanic	mgc	https://drive.google.com/file/d/1lIq6z3JbLCDZiC1okJkZGCEViXY-okh-/view?usp=share_link
motu	Motu		motu1246	Austronesian	meu	https://drive.google.com/file/d/1_UmMfPjXDTNW8HVoWeLGW17zgS-FfWfS/view?usp=share_link
hirimotu	Hiri Motu		hiri1237	Pidgin	hmo	https://drive.google.com/file/d/17aWsqo1aToDRpEA_Mmsv5R0KBkrDOXyr/view?usp=share_link
mufian1	Mufian	1	mufi1238	Nuclear Torricelli	aoj	https://drive.google.com/file/d/1CZ-OkMCFRmALOtonZOs4b63s1fCNoIeN/view?usp=share_link
muinane	Muinane		muin1242	Boran	bmr	https://drive.google.com/file/d/11hDYG0op4GDYZO0-y3a65NQ27dsc79Qa/view?usp=share_link
mum	Mum		mumm1238	Nuclear Trans New Guinea	kqa	https://drive.google.com/file/d/1URNVEv0qBqrNpNMCojfEvVZFY6AOUAmi/view?usp=share_link
munda	Munda		mund1321	Bookkeeping	unx	https://drive.google.com/file/d/1C2JoQ-DrTGbES4hMvneqOfHIGpdRswe8/view?usp=share_link
munduruku	Mundurukú		mund1330	Tupian	myu	https://drive.google.com/file/d/1ET6oTMo5mDvG80GgF-qK4IZjA0Wh7KR3/view?usp=share_link
murrinypatha	Murriny Patha		murr1258	Southern Daly	mwf	https://drive.google.com/file/d/1u7NYvYHsDcAx7vQvfvNin52XLrGaU_v5/view?usp=share_link
mussauemira	Mussau-Emira		muss1246	Austronesian	emi	https://drive.google.com/file/d/1YW8jJKsywpgC0Nah1J7SMR_P_p-TzRI3/view?usp=share_link
mutu	Mutu		mutu1242	Austronesian	tuc	https://drive.google.com/file/d/1MZuTj5-t7yx7r4OwypcSljBJIaYkehrr/view?usp=share_link
mutu1	Mutu	1	mutu1242	Austronesian	tuc	https://drive.google.com/file/d/1HNsGNH0DlHlQU7wmcedaDV3DtXK-4d_2/view?usp=share_link
muyang	Muyang		muya1243	Afro-Asiatic	muy	https://drive.google.com/file/d/1Sz9AemmY8vGyXZ9mJ_LCXyiJutCLbMvg/view?usp=share_link
muyuw	Muyuw		muyu1244	Austronesian	myw	https://drive.google.com/file/d/1rrzP9sqkoltXyGpN7o_4vE82hX3SQhFg/view?usp=share_link
mwani	Mwani		mwan1247	Atlantic-Congo	wmw	https://drive.google.com/file/d/194lPLzx8DxI6XvDRlumyy177MYXBIBDR/view?usp=share_link
mwerachimwera	Mwera (Chimwera)		mwer1248	Atlantic-Congo	mwe	https://drive.google.com/file/d/19m409aG4GploFusar6NemQYyl_MJGF93/view?usp=share_link
naasioi	Naasioi		naas1242	South Bougainville	nas	https://drive.google.com/file/d/1TrOzkKVI2-YxhrydnR3ubo0_22Nr3Kqa/view?usp=share_link
nabak	Nabak		naba1256	Nuclear Trans New Guinea	naf	https://drive.google.com/file/d/1cVcGa9snFaoSOVFKhJBZNr-vaoZmckTP/view?usp=share_link
nadeb	Nadëb		nade1244	Naduhup	mbj	https://drive.google.com/file/d/1vn3lEU0w6HJIOECO4Jmch7PbQukvgpdC/view?usp=share_link
kwamera	Kwamera		kwam1252	Austronesian	tnk	https://drive.google.com/file/d/1VT_cQyV0jQk9QL1-sX2d-oQYbsBuGhy3/view?usp=share_link
nagapidgin	Naga Pidgin		naga1394	Indo-European	nag	https://drive.google.com/file/d/1dmjE4Hw-dOI5FeAWK3zfMUjD1XLwqitC/view?usp=share_link
kharamnaga	Kharam Naga		khar1288	Sino-Tibetan	kfw	https://drive.google.com/file/d/1jKDe4sagYsOL4-tiN-XlnGScdJ7WJGiT/view?usp=share_link
tutsanaga	Tutsa Naga		tuts1235	Sino-Tibetan	tvt	https://drive.google.com/file/d/1wPE6efYBc3Of5K8OpkDQoEOv78YnMv_h/view?usp=share_link
nahalibaglani	Nahali-Baglani		naha1261	Indo-European	nlx	https://drive.google.com/file/d/1oCFq7SF1tqZkghVJ4KEtrTNpapSTeRYi/view?usp=share_link
centralguerreronahuatl	Central Guerrero Nahuatl		guer1241	Uto-Aztecan	ngu	https://drive.google.com/file/d/1bZh3tsAiTu8KXdhRlrxeVEE9sfmEmcSA/view?usp=share_link
highlandpueblanahuatl	Highland Puebla Nahuatl		high1278	Uto-Aztecan	azz	https://drive.google.com/file/d/1uu7gJ4ClZ-irppy5ztyWtk274t4Cvis3/view?usp=share_link
centralhuastecanahuatl	Central Huasteca Nahuatl		cent2134	Uto-Aztecan	nch	https://drive.google.com/file/d/12J0Yibquw4cfbJzRh17_dIkR0CSHFnSw/view?usp=share_link
westernhuastecanahuatl	Western Huasteca Nahuatl		west2624	Uto-Aztecan	nhw	https://drive.google.com/file/d/1FvNNKYjwQb_MRi9msxFG5bN-X0z5HI46/view?usp=share_link
easternhuastecanahuatl	Eastern Huasteca Nahuatl		east2538	Uto-Aztecan	nhe	https://drive.google.com/file/d/1uc6gv4sOghuf7AfQlFIeRCedV6m_Bd5s/view?usp=share_link
easternhuastecanahuatl1	Eastern Huasteca Nahuatl	1	east2538	Uto-Aztecan	nhe	https://drive.google.com/file/d/18CtBO9z5A9eqbzmorOJ-mHVZQfDuaFWa/view?usp=share_link
michoacannahuatl	Michoacán Nahuatl		mich1245	Uto-Aztecan	ncl	https://drive.google.com/file/d/1N1OFaQuZftxtZpWOh13rR7Y9qra4cOyW/view?usp=share_link
northernoaxacanahuatl	Northern Oaxaca Nahuatl		nort2958	Uto-Aztecan	nhy	https://drive.google.com/file/d/1Q5c7_RxzCdeDS_DXpQWH7V1hbfspVmrG/view?usp=share_link
northernpueblanahuatl	Northern Puebla Nahuatl		nort2957	Uto-Aztecan	ncj	https://drive.google.com/file/d/1waMJhZM6lrf0N7_yBGP2fnf0UuWOVhSu/view?usp=share_link
southeasternpueblanahuatl	Southeastern Puebla Nahuatl		sout2973	Uto-Aztecan	npl	https://drive.google.com/file/d/14bzR5S6iDqR2D5qD6cJgca4t0EMAo-Zf/view?usp=share_link
tetelcingonahuatl	Tetelcingo Nahuatl		tete1251	Uto-Aztecan	nhg	https://drive.google.com/file/d/1mhYIiib2lqA1lNL9W1PGjWEPyHAyOcwG/view?usp=share_link
zacatlanahuacatlantepetzintlanahuatl	Zacatlán-Ahuacatlán-Tepetzintla Nahuatl		zaca1241	Uto-Aztecan	nhi	https://drive.google.com/file/d/1-StwTL9dqlk1jHvz8WqtZCLN9TvX9e7p/view?usp=share_link
nakanai	Nakanai		naka1262	Austronesian	nak	https://drive.google.com/file/d/16QbhVJJk9DUygigWSwNhgVitpdEt9t-1/view?usp=share_link
nali	Nali		nali1245	Austronesian	nss	https://drive.google.com/file/d/17oXDsMEV8P1qVE39Dou-zlY1CIN5EKWR/view?usp=share_link
namiae	Namiae		nami1258	Koiarian	nvm	https://drive.google.com/file/d/1pOqD-LCIZwwqTUYN5d8JHTcmgra_kTBv/view?usp=share_link
naro	Naro		naro1249	Khoe-Kwadi	nhr	https://drive.google.com/file/d/1s6kip97G-f_3BACHU88Ni1CJv8K82lpL/view?usp=share_link
natugu	Natügu		natu1246	Austronesian	ntu	https://drive.google.com/file/d/1KHfDQiid3hVW6xLJEBkdhP6I0_2orm-Q/view?usp=share_link
ndamba	Ndamba		ndam1239	Atlantic-Congo	ndj	https://drive.google.com/file/d/1DcNHlkNGTWHL-0BJGe2HQTnuZn73388k/view?usp=share_link
zimbabweanndebele	Zimbabwean Ndebele		nort2795	Atlantic-Congo	nde	https://drive.google.com/file/d/1PCelndRj_cNGUbxQvP7CMqyTqsS-IZVl/view?usp=share_link
ndengereko	Ndengereko		nden1248	Atlantic-Congo	ndg	https://drive.google.com/file/d/1bO4XMYvh34Ux31m8sWAxuDorI3KYgaue/view?usp=share_link
nehan	Nehan		neha1247	Austronesian	nsn	https://drive.google.com/file/d/1W3ppOqK1MdG9Nlc11kVN1vkalovLbA15/view?usp=share_link
