ID	Name	Name_in_Source	Variety	ISO639P3Code	Glottocode	Family	Year	Date	Copyright	License	Translator	Title	URL
ukrainian1996	Ukrainian	Українська		ukr	ukra1253	Indo-European	1996	2021-10-16	Copyright © 1996 Bob Jones University	All rights reserved	Bob Jones University	Біблія	https://ebible.org/Scriptures/ukr1996_html.zip
ukrainianonpu	Ukrainian	Українська		ukr	ukra1253	Indo-European	2022	2023-04-18	Copyright © 2022 Biblica, Inc.	CCBYSA	Biblica, Inc.	Бібліка ® Відкрита Новий Переклад Українською	https://ebible.org/Scriptures/ukronpu_html.zip
ulithian	Ulithian	Ulithian		uli	ulit1238	Austronesian	1995	2023-10-19	Copyright © 1995 Bible Society of Micronesia	CCBYNCND-4.0		Bogtag we ye Tefoy	https://ebible.org/Scriptures/uli_html.zip
meriam1902	Meriam	Meriam Mir		ulk	meri1244	Eastern Trans-Fly		2023-04-03	public domain	Public Domain		Meriam Mir Bible	https://ebible.org/Scriptures/ulk1902_html.zip
meriam	Meriam	Meriam Mir		ulk	meri1244	Eastern Trans-Fly	1986	2019-09-16	Copyright © 1986-1989 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0		Meriam Mir Bible	https://ebible.org/Scriptures/ulk_html.zip
munda	Munda	মুন্ডা‎ (Muɳɖa)		unx	mund1321	Bookkeeping	2020	2023-04-13	Copyright © 2020 The Word for the World International	CCBY-4.0	The Word for the World International	ପାର୍‌ମେଶ୍ୱାର୍‌ଆଃ ଜୀନିଦ୍‌ ବାଚାନ୍‌	https://ebible.org/Scriptures/unx_html.zip
uripivwalaranoatchin	Uripiv-Wala-Rano-Atchin	Uripiv	Uripiv	upv	urip1239	Austronesian	1996	2022-03-11	Copyright © 1996 Wycliffe Bible Translators	CCBYNCND-4.0	WBT	Naul On Nga Mimerr Uripiv	https://ebible.org/Scriptures/upv_html.zip
urarinant	Urarina	Urarina		ura	urar1246		2008	2014-04-30	Copyright © 2008 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Cana Coaunera Ere	https://ebible.org/Scriptures/uraNT_html.zip
urubukaapornt	Urubú-Kaapor	Kaapor		urb	urub1250	Tupian	2012	2014-04-27	Copyright © 2012 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Tupã Je'ẽha	https://ebible.org/Scriptures/urbNT_html.zip
urdu	Urdu	اردو		urd	urdu1245	Indo-European	2019	2023-01-03	Copyright © 2019 Bridge Connectivity Solutions Pvt. Ltd.	CCBYSA	Bridge Connectivity Solutions Pvt. Ltd.	इंडियन रिवाइज्ड वर्जन (IRV) उर्दू - 2019	https://ebible.org/Scriptures/urd_html.zip
urdugvh	Urdu	اردو		urd	urdu1245	Indo-European	2019	2023-11-29	Copyright © 2019 Urdu Geo Version	CCBYNCND-4.0		किताबे-मुक़द्दस	https://ebible.org/Scriptures/urdgvh_html.zip
urdugvr	Urdu	Urdu		urd	urdu1245	Indo-European	2019	2023-11-30	Copyright © 2019 Urdu Geo Version	CCBYNCND-4.0		Kitab-i Muqaddas	https://ebible.org/Scriptures/urdgvr_html.zip
urdugvu	Urdu	उर्दू		urd	urdu1245	Indo-European	2019	2022-05-06	Copyright © 2019 Urdu Geo Version	CCBYNCND-4.0		کتابِ مقدّس	https://ebible.org/Scriptures/urdgvu_html.zip
urim	Urim	Urim	Kalpm	uri	urim1252	Nuclear Torricelli	2016	2021-07-12	Copyright © 2016 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0		Wurkapm a Maur Wailen	https://ebible.org/Scriptures/uri_html.zip
urapapuanewguinea	Ura (Papua New Guinea)	Ura		uro	urap1240	Baining	2019	2024-02-21	Copyright © 2019 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0		Ama Iaräs Na Ngät Ama Rharesbane	https://ebible.org/Scriptures/uro_html.zip
urat	Urat	Urat	Yehre	urt	urat1244	Nuclear Torricelli	2016	2017-12-22	Copyright © 2016 Wycliffe Bible Translators, Inc.	CCBYND-4.0		Wusyep Bwore tikin Got	https://ebible.org/Scriptures/urt_html.zip
sop	Sop	Sob Dora		urw	sopp1247	Nuclear Trans New Guinea	2007	2022-06-21	Copyright © 2007, 2015 Pioneer Bible Translators	CCBYND-4.0	Pioneer Bible Translators	Profet Yonab Budi / Dora Nama Lukde Feiaga	https://ebible.org/Scriptures/urw_html.zip
orya	Orya	Orya		ury	orya1242	Tor-Orya	2005	2020-11-30	Copyright © 2005, 2018 Wycliffe Bible Translators, Inc.	All rights reserved	Pioneer Bible Translators	Alap mo Ol Ëse, zëre mo zi niban de ol ziaha-en gu hup dena	https://ebible.org/Scriptures/ury_html.zip
usarufa	Usarufa	Usarufa		usa	usar1243	Nuclear Trans New Guinea	1980	2012-10-23	Copyright © 1980 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	aúgen-anona-anon-aimma	https://ebible.org/Scriptures/usa_html.zip
uspantecont	Uspanteco	Uspanteko		usp	uspa1245	Mayan	2010	2014-04-30	Copyright © 2010 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Lok'laj Jyolj Kakaj Dios	https://ebible.org/Scriptures/uspNT_html.zip
uri	Uri	Urii		uvh	urii1240	Nuclear Trans New Guinea	2016	2022-02-07	Copyright © 2016 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	ANUTUNING MIDI TOTANGAKA INGA'NI	https://ebible.org/Scriptures/uvh_html.zip
lote	Lote	Lote		uvl	lote1237	Austronesian	2009	2022-11-09	Copyright © 2009, 2019 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Tomunga Hel Heueu Ngana	https://ebible.org/Scriptures/uvl_html.zip
huarijio	Huarijio	Huarijio		var	huar1255	Uto-Aztecan	2014	2020-11-17	Copyright © 2014 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Riosia Warijio Nayewani Ahpo Tisiwa Kaaweruma Tuuyewari	https://ebible.org/Scriptures/var_html.zip
vidunda	Vidunda	Vidunda		vid	vidu1238	Atlantic-Congo	2014	2022-06-21	Copyright © 2014 Pioneer Bible Translators	CCBYND-4.0	Pioneer Bible Translators	Ilagano lya Katali, Ilagano Linyale kwa Wanhu Weng’ha	https://ebible.org/Scriptures/vid_html.zip
vietnamese1934	Vietnamese	Tiếng Việt		vie	viet1252	Austroasiatic		2022-06-09	public domain	Public Domain	William Cadman (1883-1948)	Kinh Thánh	https://ebible.org/Scriptures/vie1934_html.zip
vietnamese2011	Vietnamese	Việt		vie	viet1252	Austroasiatic	2002	2013-10-29	Copyright © 2002, 2011 World Bible Translation Center	All rights reserved	World Bible Translation Center	Thánh Kinh Bản Phổ thông	https://ebible.org/Scriptures/vie2011_html.zip
vietnameseovcb	Vietnamese	Tiếng Việt		vie	viet1252	Austroasiatic	2015	2021-04-12	Copyright © 2015 Biblica, Inc.	CCBYSA	Biblica, Inc.	Biblica® Thiên Ban Kinh Thánh Hiện Đại™	https://ebible.org/Scriptures/vieovcb_html.zip
iduna	Iduna	Iduna		viv	idun1242	Austronesian	1983	2012-11-26	Copyright © 1983, 2003 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	YAUBADA BONANA VEYAO IVAGUNA Bona Iduna	https://ebible.org/Scriptures/viv_html.zip
ayautlamazatecnt	Ayautla Mazatec	Mazateco, Ayautla		vmy	ayau1235	Otomanguean	2009	2014-04-30	Copyright © 2009 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	El Nuevo Testamento Mazateco de Ayautla	https://ebible.org/Scriptures/vmyNT_html.zip
waffa	Waffa	Waffa		waj	waff1241	Nuclear Trans New Guinea	1975	2012-10-23	Copyright © 1975 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Karaasa Yeena Rau Kioo Kuaivovee	https://ebible.org/Scriptures/waj_html.zip
wolaytta	Wolaytta	Wolaytta		wal	wola1242	Ta-Ne-Omotic	2004	2022-03-11	Copyright © 2004 SIM	CCBYNCND-4.0	SIM	Wolaytta Bible	https://ebible.org/Scriptures/wal_html.zip
wapishanant	Wapishana	Wapishana		wap	wapi1253	Arawakan	2012	2014-04-30	Copyright © 2012 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Kaimana'o Tominkaru Paradan	https://ebible.org/Scriptures/wapNT_html.zip
kaninuwa	Kaninuwa	Kaninuwa		wat	kani1281	Austronesian	2016	2016-04-13	Copyright © 2016 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Buk Baibel long Kaninuwa	https://ebible.org/Scriptures/wat_html.zip
vwanji	Vwanji	Kivwanji		wbi	vwan1235	Atlantic-Congo	2020	2020-11-10	Copyright © 2020 Door43 World Mission Community	CCBYSA	Door43 World Mission Community	Vwanji Bible	https://ebible.org/Scriptures/wbi_html.zip
warlpiri	Warlpiri	Warlpiri		wbp	warl1254	Pama-Nyungan	2014	2019-05-16	Copyright © 2014 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0		Warlpiri Short Bible	https://ebible.org/Scriptures/wbp_html.zip
wedautopura	Wedau	Topura (Wedau)	Topura	wed	weda1241	Austronesian	2010	2014-12-11	Copyright © 2010 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Topura (Wedau) Mark	https://ebible.org/Scriptures/wed-topura_html.zip
wedau	Wedau	Wedau		wed	weda1241	Austronesian	2010	2017-08-30	Copyright © 2010 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Wedau Mark	https://ebible.org/Scriptures/wed_html.zip
weri	Weri	Weri		wer	weri1253	Kunimaipan	1984	2012-10-23	Copyright © 1984 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	NGÖNËN PEPEWER	https://ebible.org/Scriptures/wer_html.zip
southerntoussian	Southern Toussian	Toussian, Southern		wib	sout2797	Atlantic-Congo	2013	2020-11-30	Copyright © 2013 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	wĩn nɩ̀vɩ̀nɩ̀ tirlɛ	https://ebible.org/Scriptures/wib_html.zip
wikmungkan	Wik-Mungkan	Wik-Mungkan		wim	wikm1247	Pama-Nyungan	1984	2019-05-14	Copyright © 1984 Wycliffe Bible Translators	CCBYNCND-4.0		Wik Inangan Kan-Kanam God.antama	https://ebible.org/Scriptures/wim_html.zip
wiru	Wiru	Witu		wiu	wiru1244		1990	2012-11-26	Copyright © 1990, 1992 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Weneya Totono Keraisu Yesunomo	https://ebible.org/Scriptures/wiu_html.zip
muduapa	Muduapa	Pole Vitu	Vitu	wiv	mudu1242	Austronesian	2019	2022-08-19	Copyright © 2019 Wyclif e Bijbelvertalers Nederland	CCBYNCND-4.0		Kalohua Kemi ke Iesus na Polea Vitu	https://ebible.org/Scriptures/wiv_html.zip
kunbarlang	Kunbarlang	Kunbarlang		wlg	kunb1251	Gunwinyguan	2021	2021-11-23	Copyright © 2021 Wycliffe Bible Translators	CCBYNCND-4.0		Kunbarlang Christmas Story	https://ebible.org/Scriptures/wlg_html.zip
walmajarrijuwaliny	Walmajarri-Juwaliny	Walmajarri		wmt	walm1241	Pama-Nyungan	1985	2019-05-14	Copyright © 1985 Wycliffe Bible Translators	CCBYNCND-4.0		Wangki Wulyu Jirrkirlikanujuwal	https://ebible.org/Scriptures/wmt_html.zip
mwani	Mwani	Mwani		wmw	mwan1247	Atlantic-Congo	2013	2016-06-30	Copyright © 2013 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Habari Ngema	https://ebible.org/Scriptures/wmw_html.zip
wantoat	Wantoat	Wantoat		wnc	want1252	Nuclear Trans New Guinea	1975	2012-10-23	Copyright © 1975, 2001 The Bible Society of Papua New Guinea	CCBYNCND-4.0	Wycliffe Bible Translators	Anututane Wam Kwikwiu Kayuk Kaknga Jesu Kraisda Takepbut Taknga Anin gatu Sam Kuupbam Lotutane Kap Taknga	https://ebible.org/Scriptures/wnc_html.zip
usan	Usan	Usan		wnu	usan1239	Nuclear Trans New Guinea	2001	2012-11-26	Copyright © 2001 The Bible Society of Papua New Guinea	CCBYNCND-4.0	Wycliffe Bible Translators	Qenu Qob Uber	https://ebible.org/Scriptures/wnu_html.zip
wobewenorthern	Wobe-Wè Northern	Wè Northern		wob	weno1238	Kru	2010	2020-12-01	Copyright © 2010 Wycliffe Bible Translators, Inc.	All rights reserved	WBT Central Zone	DBƐƐDƐ DEE‑	https://ebible.org/Scriptures/wob_html.zip
wolof2010	Wolof	Wolof	Regional Wolof	wol	nucl1347	Atlantic-Congo	2010	2020-07-09	Copyright © 2010 La Mission Baptiste du Sénégal	CCBYNCND-4.0	La MBS	Téereb Injiil	https://ebible.org/Scriptures/wol2010_html.zip
wolofkyg	Wolof	Wolof	Regional Wolof	wol	nucl1347	Atlantic-Congo	2010	2020-07-22	Copyright © 2010, 2020 La Mission Baptiste du Sénégal	CCBYNCND-4.0	La MBS	Kàddug Yàlla gi	https://ebible.org/Scriptures/wolKYG_html.zip
hangahundi	Hanga Hundi	Hanga Hundi		wos	hang1263	Ndu	1997	2013-02-02	Copyright © 1997 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Godna Hundi	https://ebible.org/Scriptures/wos_html.zip
garrwa	Garrwa	Garrwa		wrk	gara1269	Garrwan	1983	2021-11-12	Copyright © 1983 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0		Shorter New Testament	https://ebible.org/Scriptures/wrk_html.zip
worrorra	Worrorra	Worrorra		wro	worr1237	Worrorran		2019-05-16	public domain	Public Domain		Worrorra Mark & Luke	https://ebible.org/Scriptures/wro_html.zip
waris	Waris	Walsa/Waris		wrs	wari1266	Border	2002	2020-04-23	Copyright © 2002 The Bible Society of Papua New Guinea	CCBYNCND-4.0	Wycliffe Bible Translators	Sesoana Besal Nemelmoa Walsana Moana	https://ebible.org/Scriptures/wrs_html.zip
waskia	Waskia	Waskia		wsk	wask1241	Nuclear Trans New Guinea	1985	2016-11-07	Copyright © 1985, 2011, 2014 The Bible Society of Papua New Guinea	CCBYND-4.0	Wycliffe Bible Translators	KAEM KO DEN	https://ebible.org/Scriptures/wsk_html.zip
wuvuluaua	Wuvulu-Aua	Wuvalu-Aua		wuv	wuvu1239	Austronesian	2004	2012-11-26	Copyright © 2004 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Wuvulu Manufau Fi'ugaia	https://ebible.org/Scriptures/wuv_html.zip
xavantent	Xavánte	Xavánte		xav	xava1240	Nuclear-Macro-Je	2004	2014-04-30	Copyright © 2004 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	'Re ĩhâimana u'âsi mono zadawa wasu'u	https://ebible.org/Scriptures/xavNT_html.zip
kombiow	Kombio	Kombio Wampukuamp	Wampukuamp	xbi	komb1272	Nuclear Torricelli	2000	2013-08-21	Copyright © 2000 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Kombio Wampukuamp Bible Portions	https://ebible.org/Scriptures/xbi-w_html.zip
kombioy	Kombio	Kombio Yanimoi	Yanimoi	xbi	komb1272	Nuclear Torricelli	2002	2013-08-21	Copyright © 2002 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Kombio Yanimoi Bible Portions	https://ebible.org/Scriptures/xbi-y_html.zip
hdi	Hdi	Hdi		xed	hdii1240	Afro-Asiatic	2013	2015-03-17	Copyright © 2013 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Deftera Lfiɗa Dzratawi	https://ebible.org/Scriptures/xed_html.zip
kamula	Kamula	Kamula		xla	kamu1260	Kamula-Elevala	2005	2012-01-20	Copyright © 2005 The Bible Society of Papua New Guinea	CCBYNCND-4.0	Wycliffe Bible Translators	Ka꞉dle Yu	https://ebible.org/Scriptures/xla_html.zip
tanzanianngoni	Tanzanian Ngoni	Chingoni		xnj	tanz1241	Atlantic-Congo	2020	2023-04-13	Copyright © 2020 The Word for the World International	CCBY-4.0	Pioneer Bible Translators	Ngoni Bible Version Translation Project	https://ebible.org/Scriptures/xnj_html.zip
northernkankanay	Northern Kankanay	Kankanay, Northern		xnn	nort2877	Austronesian	1984	2018-04-23	Copyright © 1984 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Kalin Apo Dios	https://ebible.org/Scriptures/xnn_html.zip
konkomba	Konkomba	Konkomba		xon	konk1269	Atlantic-Congo	2014	2015-03-17	Copyright © 2014 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Uwumbɔr aagbaŋ	https://ebible.org/Scriptures/xon_html.zip
easternkaraboro	Eastern Karaboro	Eastern Karaboro		xrb	east2398	Atlantic-Congo	1993	2020-11-17	Copyright © 1993 Wycliffe Bible Translators, Inc.	All rights reserved	WBT Central Zone	YÃHÃ NAAMBIYÃRFÃN SABA	https://ebible.org/Scriptures/xrb_html.zip
tinasambal	Tinà Sambal	Sambal		xsb	tina1248	Austronesian	1999	2020-11-30	Copyright © 1999 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Tina Sambal	https://ebible.org/Scriptures/xsb_html.zip
sio	Sio	Sio		xsi	sioo1240	Austronesian	1995	2013-02-09	Copyright © 1995 Wycliffe Bible Translators	CCBYNCND-4.0		MARO KINDENI KAWA ŊGUA	https://ebible.org/Scriptures/xsi_html.zip
kasem	Kasem	Kasem		xsm	kase1253	Atlantic-Congo	1997	2020-11-18	Copyright © 1997 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Wɛ Tɔnɔ dɩ kasɩm	https://ebible.org/Scriptures/xsm_html.zip
solukhumbusherpa	Solu-Khumbu Sherpa	Sherpa		xsr	sher1255	Sino-Tibetan	2014	2020-11-30	Copyright © 2014 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	कोन्छ्‌योककी सुङ	https://ebible.org/Scriptures/xsr_html.zip
katchakaduglimiri	Katcha-Kadugli-Miri	Katcha-Kadugli-Miri		xtc	katc1249	Kadugli-Krongo	2020	2020-11-18	Copyright © 2020 Wycliffe Bible Translators, Inc.	All rights reserved	ECS Diocese of Khartoum Translation Department	Katcha	https://ebible.org/Scriptures/xtc_html.zip
diuxitilantongomixtecnt	Diuxi-Tilantongo Mixtec	Mixtec, Diuxi-tilantongo		xtd	diux1235	Otomanguean	2001	2014-04-30	Copyright © 2001 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Tnuʼu vaʼa tnuʼu Jesucristo	https://ebible.org/Scriptures/xtdNT_html.zip
magdalenapenascomixtecntpp	Magdalena Peñasco Mixtec	Mixtec, Magdalena Peñasco		xtm	magd1235	Otomanguean	2013	2014-04-30	Copyright © 2013 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Tnu'u vii tnu'u va'a Su'si ma	https://ebible.org/Scriptures/xtmNTpp_html.zip
northerntlaxiacomixtec	Northern Tlaxiaco Mixtec	Mixtec, Northern Tlaxiaco		xtn	nort2985	Otomanguean	2016	2020-11-30	Copyright © 2016 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Tutu ii - Kaꞌan ia Dios nuu ndiꞌi ñayiu	https://ebible.org/Scriptures/xtn_html.zip
kuo	Kuo	Kuo		xuo	kuoo1238	Atlantic-Congo	2013	2020-11-18	Copyright © 2013 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Mbeɗe sáka kuni fie	https://ebible.org/Scriptures/xuo_html.zip
yaminahuant	Yaminahua	Yaminahua		yaa	yami1256	Pano-Tacanan	2008	2018-11-16	Copyright © 2008 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Niospa meka fena Jesucristoõnoa	https://ebible.org/Scriptures/yaaNT_html.zip
yaguant	Yagua	Yagua		yad	yagu1244	Peba-Yagua	2008	2014-04-30	Copyright © 2008 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Ju̱denu jto̱ nijya̱nvamyu	https://ebible.org/Scriptures/yadNT_html.zip
yalunka	Yalunka	Yalunka		yal	yalu1240	Mande	2012	2022-06-21	Copyright © 2012 Pioneer Bible Translators	CCBYND-4.0	Pioneer Bible Translators	Kisin Kiraan Kitabuna	https://ebible.org/Scriptures/yal_html.zip
yamba	Yamba	Yamba		yam	yamb1251	Atlantic-Congo	2011	2020-12-01	Copyright © 2011 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Ŋwàk Nwì Ma Rʉ̀k Nə̀ Fi	https://ebible.org/Scriptures/yam_html.zip
yao	Yao	Ciyawo		yao	yaoo1241	Atlantic-Congo	2018	2023-04-18	Copyright © 2018 The Word for the World International	CCBY-4.0	Pioneer Bible Translators	Lilangano lya Sambano	https://ebible.org/Scriptures/yao_html.zip
yapese	Yapese	Yapese		yap	yape1248	Austronesian	2007	2017-12-21	Copyright © 2007 Bible Society of Micronesia	CCBYND-4.0		Bible Ni Thothup	https://ebible.org/Scriptures/yap_html.zip
yaquint	Yaqui	Yaqui		yaq	yaqu1251	Uto-Aztecan	2003	2014-04-30	Copyright © 2003 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Yoʼowe Jesukrijtota itom yaʼariakaʼu betchiʼbo juʼu bemelaka liojta betana lutuʼuria yaʼari (El Nuevo Testamento en yaqui)	https://ebible.org/Scriptures/yaqNT_html.zip
yaweyuha	Yaweyuha	Yaweyuha		yby	yawe1241	Nuclear Trans New Guinea	1983	2012-01-20	Copyright © 1983, 2011 Biblica	CCBYNCND-4.0	Wycliffe Bible Translators	Yaweyuha New Testament	https://ebible.org/Scriptures/yby_html.zip
yucuna	Yucuna	Yucuna		ycn	yucu1253	Arawakan	2011	2014-08-06	Copyright © 2011 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Tupana Puraca'alo Mari	https://ebible.org/Scriptures/ycn_html.zip
yindjibarndi	Yindjibarndi	Yindjibarndi		yij	yind1247	Pama-Nyungan	1983	2019-08-20	Copyright © 1983 Wycliffe Bible Translators	CCBY-4.0		NYIRTINGU MANYKA WANTHARNA NGURRAY	https://ebible.org/Scriptures/yij_html.zip
yakan	Yakan	Yakan		yka	yaka1277	Austronesian	1984	2015-06-30	Copyright © 1984 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Yakan Bible	https://ebible.org/Scriptures/yka_html.zip
yele	Yele	Yele Rossel		yle	yele1255		1998	2009-11-03	Copyright © 1998 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	NMÎ MÎ U KÓPU DYUU	https://ebible.org/Scriptures/yle_html.zip
iamalele	Iamalele	Iamalele		yml	iama1237	Austronesian	1984	2012-01-20	Copyright © 1984, 1988 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	YAUBADA YANA VONA'AWAUFAUFA 'IVAUNA	https://ebible.org/Scriptures/yml_html.zip
yombe	Yombe	Kiyombi		yom	yomb1244	Atlantic-Congo	2002	2023-04-18	Copyright © 2002 Biblica, Inc.	CCBYSA	Biblica, Inc.	Biblica® Open Nkanda wu Moyo, Nguizani Yimona ayi Minkunga 2002	https://ebible.org/Scriptures/yom_html.zip
yonggom	Yonggom	Yongkom		yon	yong1280	Nuclear Trans New Guinea	2003	2012-10-23	Copyright © 2003 The Bible Society of Papua New Guinea	CCBYNCND-4.0	Wycliffe Bible Translators	Buk Baibel long tokples Yongkom	https://ebible.org/Scriptures/yon_html.zip
yoruba	Yoruba	Yorùbá		yor	yoru1245	Atlantic-Congo	2017	2020-12-15	Copyright © 2017 Biblica, Inc.	CCBYSA-4.0	Biblica, Inc.	Biblica® ní oore ọ̀fẹ́ láti lo Bíbélì Mímọ́ ní Èdè Yorùbá Òde-Òní	https://ebible.org/Scriptures/yor_html.zip
yareba	Yareba	Yareba		yrb	yare1248	Yareban	1987	2012-01-20	Copyright © 1987 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Yareba Nupela Testamen	https://ebible.org/Scriptures/yrb_html.zip
yaourent	Yaouré	Yaouré		yre	yaou1238	Mande	1999	2014-04-30	Copyright © 1999 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Bali -le 'fluba 'trɛ Zozi blamin pli Bali man 'e 'pee	https://ebible.org/Scriptures/yreNT_html.zip
