ID	Name	Name_in_Source	Variety	ISO639P3Code	Glottocode	Family	Year	Date	Copyright	License	Translator	Title	URL
dibabawonmanobo	Dibabawon Manobo	Dibabawon Manobo		mbd	diba1242	Austronesian	1988	2020-11-17	Copyright © 1988 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Dibabawon Manobo texts	https://ebible.org/Scriptures/mbd_html.zip
mangseng	Mangseng	Mangseng		mbh	mang1403	Austronesian	1999	2012-11-24	Copyright © 1999 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	God Ile Riong Kinnga Ponganga nge Mangsengre Okei	https://ebible.org/Scriptures/mbh_html.zip
ilianenmanobo	Ilianen Manobo	Manobo, Ilianen		mbi	ilia1236	Austronesian	1989	2020-11-18	Copyright © 1989 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Ke meupiya ne tudtul mekeatag ki Hisu Kristu	https://ebible.org/Scriptures/mbi_html.zip
nadebnt	Nadëb	Nadëb		mbj	nade1244	Naduhup	2011	2014-04-29	Copyright © 2011 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Pop Hagä Do Panyyg Hanäm Do Hahỹỹh	https://ebible.org/Scriptures/mbjNT_html.zip
maxakalint	Maxakalí	Maxakalí		mbl	maxa1247	Nuclear-Macro-Je	2011	2014-04-30	Copyright © 2011 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Topa Yõg Tappet	https://ebible.org/Scriptures/mblNT_html.zip
saranganimanobo	Sarangani Manobo	Sarangani Manobo		mbs	sara1327	Austronesian	1982	2015-03-17	Copyright © 1982 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Se kaling peokit	https://ebible.org/Scriptures/mbs_html.zip
matigsalugmanobont	Matigsalug Manobo	Manobo, Matigsalug		mbt	mati1250	Austronesian	2010	2014-04-30	Copyright © 2010 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Meupiya ne panugtulen: Bibliya ne Matigsalug	https://ebible.org/Scriptures/mbtNT_html.zip
maca	Maca	Maka		mca	maca1260	Matacoan	2013	2014-08-06	Copyright © 2013 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	INTATA ȽE'ȽIJEI	https://ebible.org/Scriptures/mca_html.zip
machiguengant	Machiguenga	Machiguenga		mcb	mach1267	Arawakan	2008	2014-04-30	Copyright © 2008 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Iriniane Tasorintsi	https://ebible.org/Scriptures/mcbNT_html.zip
sharanahuant	Sharanahua	Sharanahua		mcd	shar1245	Pano-Tacanan	2008	2014-04-30	Copyright © 2008 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Diospan Tsain	https://ebible.org/Scriptures/mcdNT_html.zip
matsesnt	Matsés	Matsés		mcf	mats1244	Pano-Tacanan	2008	2014-04-30	Copyright © 2008 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Esuquidistu Chuiquin Tantiamete	https://ebible.org/Scriptures/mcfNT_html.zip
coatlanmixent	Coatlán Mixe	Coatlán Mixe		mco	coat1238	Mixe-Zoque	1976	2018-11-16	Copyright © 1976 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	El Nuevo Testamento en mixe de Coatlán	https://ebible.org/Scriptures/mcoNT_html.zip
makaa	Makaa	Makaa		mcp	maka1304	Atlantic-Congo	2014	2018-11-16	Copyright © 2014 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Kálaad Zɛmbî : Sɔ ̧ á Gúgwáan	https://ebible.org/Scriptures/mcp_html.zip
ese	Ese	Managalasi		mcq	esee1247	Koiarian	1975	2012-10-23	Copyright © 1975, 1999 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Godoni Vu'a Maiu'ina	https://ebible.org/Scriptures/mcq_html.zip
menya	Menya	Menya		mcr	meny1245	Angan	2017	2023-04-30	Copyright © 2017 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0		Goti Hanjuwä Iqueqä Kukŋui	https://ebible.org/Scriptures/mcr_html.zip
dongamambila	Donga Mambila	Cameroon Mambila		mcu	came1252	Atlantic-Congo	2001	2020-11-16	Copyright © 2001 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Mvù Ŋgɔ̀ŋ Feê	https://ebible.org/Scriptures/mcu_html.zip
mayogo	Mayogo	Mayogo		mdm	mayo1261	Atlantic-Congo	2020	2020-11-18	Copyright © 2020 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Gandja na Mbɨa	https://ebible.org/Scriptures/mdm_html.zip
maleethiopiaeth	Male (Ethiopia)	Maale		mdy	male1284	Ta-Ne-Omotic	2008	2023-04-13	Copyright © 2008 The Word for the World International and The Bible Society of Ethiopia	CCBYND-4.0	The Word for the World	ጌኤዦ ማፃኣፖ	https://ebible.org/Scriptures/mdyeth_html.zip
melpa	Melpa	Melpa		med	melp1238	Nuclear Trans New Guinea	1995	2012-10-18	Copyright © 1995 The Bible Society of Papua New Guinea	CCBYNCND-4.0	Wycliffe Bible Translators	Got Nga Nambuha Ik Kai	https://ebible.org/Scriptures/med_html.zip
mengen	Mengen	Mengen		mee	meng1267	Austronesian	2003	2012-01-19	Copyright © 2003 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Piunga Ba Bonga A Pau	https://ebible.org/Scriptures/mee_html.zip
mekeo	Mekeo	Mekeo		mek	meke1243	Austronesian	1998	2012-01-19	Copyright © 1998 The Bible Society of Papua New Guinea	CCBYNCND-4.0	Wycliffe Bible Translators	Mauni Mamaga Iifaga	https://ebible.org/Scriptures/mek_html.zip
merey	Merey	Merey		meq	mere1246	Afro-Asiatic	2012	2015-03-17	Copyright © 2012 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Dzam Weɗeye	https://ebible.org/Scriptures/meq_html.zip
mato	Mato	Mato		met	mato1252	Austronesian	2018	2024-04-23	Copyright © 2018 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0		Urana Xuana	https://ebible.org/Scriptures/met_html.zip
motu	Motu	Motu		meu	motu1246	Austronesian	1959	2020-10-09	Copyright © 1959-1973 Bible Society of Papua New Guinea	CCBYNCND-4.0		Buk Baibel long tokples Motu	https://ebible.org/Scriptures/meu_html.zip
matal	Matal	Matal		mfh	mata1306	Afro-Asiatic	2019	2020-11-18	Copyright © 2019 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Wakità Zəzagəla Wakità Aŋa Makəs Vok Slawda Mawga (Cameroun)	https://ebible.org/Scriptures/mfh_html.zip
wandala	Wandala	Wandala		mfi	wand1278	Afro-Asiatic	1999	2020-12-01	Copyright © 1999 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Wakita á Dadaamiya	https://ebible.org/Scriptures/mfi_html.zip
mayo	Mayo	Mayo		mfy	mayo1264	Uto-Aztecan	2014	2020-11-18	Copyright © 2014 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Diosta nooki yorem nokpo	https://ebible.org/Scriptures/mfy_html.zip
morokodo	Morokodo	Morokodo		mgc	moro1284	Central Sudanic	2010	2022-06-21	Copyright © 2010 Pioneer Bible Translators	CCBYND-4.0	Pioneer Bible Translators	Morokodo	https://ebible.org/Scriptures/mgc_html.zip
mango	Mango	Mango		mge	mang1398	Central Sudanic	2019	2020-11-18	Copyright © 2019 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Ta lə Lubə Kunmindɨ kɨ́ Sigɨ	https://ebible.org/Scriptures/mge_html.zip
makhuwameetto2016	Makhuwa-Meetto	Makhuwa-Meetto		mgh	makh1261	Atlantic-Congo	2016	2020-11-11	Copyright © 2016 The Word for the World International	CCBYND-4.0	The Word For The World	Makua New Testament 2015	https://ebible.org/Scriptures/mgh2016_html.zip
makhuwameetto	Makhuwa-Meetto	Makhuwa-Meetto		mgh	makh1261	Atlantic-Congo	1927	2019-12-29	Copyright © 1927, 2009 Wycliffe Bible Translators, Inc.	CCBYND-4.0	Wycliffe Bible Translators	Makhuwa-Meetto do Novo Testamento	https://ebible.org/Scriptures/mgh_html.zip
malila	Malila	Malila		mgq	mali1279	Atlantic-Congo	2020	2020-11-18	Copyright © 2020 Wycliffe Bible Translators, Inc.	All rights reserved	SIL International (in Africa)	ULufingo uLupwa kʉ ndongo ɨya Shɨmalɨla	https://ebible.org/Scriptures/mgq_html.zip
matumbi	Matumbi	Matumbi		mgw	matu1259	Atlantic-Congo	2017	2022-06-21	Copyright © 2017 Pioneer Bible Translators	CCBYND-4.0	Pioneer Bible Translators	Injili ya Yesu	https://ebible.org/Scriptures/mgw_html.zip
mauwake	Mauwake	Mauwake		mhl	mauw1238	Nuclear Trans New Guinea	1998	2016-08-24	Copyright © 1998 The Bible Society of Papua New Guinea	CCBYNCND-4.0	Wycliffe Bible Translators	YEESUS OPOR ELIWA	https://ebible.org/Scriptures/mhl_html.zip
atatlahucamixtecnt	Atatláhuca Mixtec	Mixtec, Atatláhuca		mib	atat1238	Otomanguean	1973	2014-04-30	Copyright © 1973 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Nuevo Testamento en mixteco	https://ebible.org/Scriptures/mibNT_html.zip
mikmaqmiqnt	Mi'kmaq	Mi'kmaq		mic	mikm1235	Algic	2003	2014-04-30	Copyright © 2003 Canadian Bible Society	CCBYNCND-4.0	Canadian Bible Society	Gelulg Glusuaqan: Gisiteget Agnutmugsi'gw	https://ebible.org/Scriptures/micMIQNT_html.zip
ocotepecmixtecnt	Ocotepec Mixtec	Mixtec, Ocotepec		mie	ocot1243	Otomanguean	1977	2014-04-30	Copyright © 1977 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Nuevo Testamento en mixteco de Ocotepec	https://ebible.org/Scriptures/mieNT_html.zip
mofugudur	Mofu-Gudur	Mofu-Gudur		mif	mofu1248	Afro-Asiatic	2007	2020-11-19	Copyright © 2007 Wycliffe Bible Translators, Inc.	All rights reserved	Aramaic Bible Translation, Inc.	Mejəwey-mey Mawiya	https://ebible.org/Scriptures/mif_html.zip
sanmiguelelgrandemixtecnt	San Miguel El Grande Mixtec	Mixtec, San Miguel el Grande		mig	sanm1295	Otomanguean	1951	2014-04-30	Copyright © 1951 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Testamento jaa maa jitoho-yo Jesucristo	https://ebible.org/Scriptures/migNT_html.zip
chayucomixtecnt	Chayuco Mixtec	Mixtec, Chayuco		mih	chay1249	Otomanguean	1979	2014-04-30	Copyright © 1979 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Tuhun Ndyoo sihin tyehen ñi	https://ebible.org/Scriptures/mihNT_html.zip
penolesmixtecnt	Peñoles Mixtec	Mixtec, Peñoles		mil	peno1244	Otomanguean	2002	2014-04-30	Copyright © 2002 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Tnúhu ní cáháⁿ yǎ ndiǒxí xito cùu uú	https://ebible.org/Scriptures/milNT_html.zip
alacatlatzalamixtec	Alacatlatzala Mixtec	Mixtec, Alacatlatzala		mim	alac1244	Otomanguean	2019	2020-11-11	Copyright © 2019 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Alacatlatzala Mixtec New Testament	https://ebible.org/Scriptures/mim_html.zip
pinotepanacionalmixtecnt	Pinotepa Nacional Mixtec	Mixtec, Pinotepa Nacional		mio	pino1237	Otomanguean	1980	2014-04-30	Copyright © 1980 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Tutu chaa cha iyo cuenda ra hahnu Jesucristo (El Nuevo Testamento de nuestro señor Jesucristo)	https://ebible.org/Scriptures/mioNT_html.zip
isthmusmixent	Isthmus Mixe	Mixe, Isthmus		mir	isth1238	Mixe-Zoque	1988	2014-04-30	Copyright © 1988 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	El Nuevo Testamento en mixe de Guichicovi	https://ebible.org/Scriptures/mirNT_html.zip
southernpueblamixtecnt	Southern Puebla Mixtec	Mixtec, Southern Puebla		mit	sout3001	Otomanguean	1978	2023-04-21	Copyright © 1978 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Ley saa ni nacoo Jesucristu	https://ebible.org/Scriptures/mitNT_html.zip
ayutlamixtec	Ayutla Mixtec	Ayutla Mixtec		miy	ayut1236	Otomanguean	2016	2020-11-16	Copyright © 2016 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	El Nuevo Testamento en el Mixteco de Ayutla	https://ebible.org/Scriptures/miy_html.zip
coatzospanmixtecnt	Coatzospan Mixtec	Mixtec, Coatzospan		miz	coat1241	Otomanguean	2003	2014-04-30	Copyright © 2003 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Tūʼún xuva kō vatā ó ntákaʼan ña ñuú Coatzospan	https://ebible.org/Scriptures/mizNT_html.zip
sanjuancoloradomixtecnt	San Juan Colorado Mixtec	Mixtec, San Juan Colorado		mjc	sanj1281	Otomanguean	1994	2014-04-30	Copyright © 1994 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Tuhun tsaa tsa nacoo̱ jutu mañi yo Jesucristo tsi yo	https://ebible.org/Scriptures/mjcNT_html.zip
mokilese	Mokilese	Mwoakilloa		mkj	moki1238	Austronesian	2019	2024-05-08	Copyright © 2019 Mokilese Bible Translation Committee	CCBYNCND-4.0		Mokilese Bible	https://ebible.org/Scriptures/mkj_html.zip
mokole	Mokole	Monkole		mkl	moko1243	Atlantic-Congo	2006	2014-10-02	Copyright © 2006 SIM International	CCBYNCND-4.0	SIM International	Akabuu Titɔ̃i Idei Ilaaɔ	https://ebible.org/Scriptures/mkl_html.zip
kupangmalay	Kupang Malay	Kupang Malay		mkn	kupa1239	Austronesian	2007	2022-03-11	Copyright © 2007 Unit Bahasa dan Budaya	CCBYND-4.0	Wycliffe Bible Translators	Kupang Malay Bible	https://ebible.org/Scriptures/mkn_html.zip
silacayoapanmixtecnt	Silacayoapan Mixtec	Mixtec, Silacayoapan		mks	sila1250	Otomanguean	2009	2014-04-30	Copyright © 2009 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Tu̱hun sa̱á ña̱ na̱jándacoo Jesucristo nu̱ yo̱: El Nuevo Testamento en el mixteco de Silacayoapan	https://ebible.org/Scriptures/mksNT_html.zip
manambu	Manambu	Manambu		mle	mana1298	Ndu	2001	2023-02-17	Copyright © 2001 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Nupela Testamen long Manambu	https://ebible.org/Scriptures/mle_html.zip
mape	Mape	Mape		mlh	mape1249	Nuclear Trans New Guinea	2008	2016-08-24	Copyright © 2008 The Bible Society of Papua New Guinea	CCBYNCND-4.0	Wycliffe Bible Translators	Maŋkekerisiere Biŋe Quraŋ Jojofo Gariine	https://ebible.org/Scriptures/mlh_html.zip
bargam	Bargam	Bargam		mlp	barg1252	Nuclear Trans New Guinea	2001	2013-02-05	Copyright © 2001 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	God Ago Maror Muturta Agamukan	https://ebible.org/Scriptures/mlp_html.zip
mamanwa	Mamanwa	Mamanwa		mmn	mama1275	Austronesian	1982	2020-11-18	Copyright © 1982 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Ya mga panaba na Diyos	https://ebible.org/Scriptures/mmn_html.zip
manggabuang	Mangga Buang	Mangga Buang		mmo	mang1404	Austronesian	1981	2012-01-19	Copyright © 1981 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Mangga Buang New Testament	https://ebible.org/Scriptures/mmo_html.zip
madak	Madak	Madak		mmx	mada1285	Austronesian	1995	2016-08-24	Copyright © 1995, 2011 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Lenavolo Lovoang Kaala Maxat La Sam	https://ebible.org/Scriptures/mmx_html.zip
mbula	Mbula	Mbula		mna	mbul1263	Austronesian	1996	2017-08-31	Copyright © 1996 The Bible Society of Papua New Guinea	CCBYNCND-4.0	Wycliffe Bible Translators	Anutu Sua Kini Potomaxana	https://ebible.org/Scriptures/mna_html.zip
manipuri	Manipuri	মৈতৈলোন্‎ (Meiteilon)		mni	mani1292	Sino-Tibetan	2022	2023-04-13	Copyright © 2022 The Word for the World International	CCBY-4.0	The Word for the World International	ANOUBA WAREPNABA	https://ebible.org/Scriptures/mni_html.zip
rennellbellona	Rennell-Bellona	Rennell-Bellona		mnv	renn1242	Austronesian	2020	2020-11-30	Copyright © 2020 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Rennell-Bellona	https://ebible.org/Scriptures/mnv_html.zip
mwan	Mwan	Mwan		moa	mwan1250	Mande	2005	2020-11-19	Copyright © 2005 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Mwan NT (Côte d’Ivoire)	https://ebible.org/Scriptures/moa_html.zip
mopanmayant	Mopán Maya	Maya, Mopán		mop	mopa1243	Mayan	2012	2014-04-30	Copyright © 2012 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Le'ec Ada' U T'an A Dios A Tumulbene	https://ebible.org/Scriptures/mopNT_html.zip
molima	Molima	Molima		mox	moli1248	Austronesian	2010	2014-12-09	Copyright © 2010 Folk&Språk and Swedish Mission Alliance	CCBYNCND-4.0	Folk&amp;Språk	Molima New Testament	https://ebible.org/Scriptures/mox_html.zip
mukulu	Mukulu	Mukulu		moz	muku1242	Afro-Asiatic	2019	2020-11-19	Copyright © 2019 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Mattup ki Taasuwa ere Aware	https://ebible.org/Scriptures/moz_html.zip
mawng	Mawng	Maung		mph	maun1240	Iwaidjan Proper	2015	2021-11-24	Copyright © 2015 Wycliffe Bible Translators Australia	CCBYNCND-4.0		Ja Mark Animirrawung ta Nungmalal ta Ngaralk	https://ebible.org/Scriptures/mph_html.zip
martuwangka	Martu Wangka	Martu Wangka		mpj	mart1256	Pama-Nyungan	1999	2019-08-21	Copyright © 1999 Bible Society of Australia	CCBYNCND-4.0		Mamamili Wangka	https://ebible.org/Scriptures/mpj_html.zip
yosonduamixtecnt	Yosondúa Mixtec	Mixtec, Yosondúa		mpm	yoso1239	Otomanguean	1988	2014-04-30	Copyright © 1988 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Nuevo Testamento en mixteco de Yosondúa	https://ebible.org/Scriptures/mpmNT_html.zip
migabac	Migabac	Migabac		mpp	miga1241	Nuclear Trans New Guinea	2010	2020-02-20	Copyright © 2010-2020 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Migabac Bible Portions	https://ebible.org/Scriptures/mpp_html.zip
dadibi	Dadibi	Dadibi		mps	dadi1250	Teberan	1987	2019-08-22	Copyright © 1987, 2001 Wycliffe Bible Translators, Inc.	CCBYND-4.0	Wycliffe Bible Translators	Godigo dwagi yai po buku	https://ebible.org/Scriptures/mps_html.zip
mian	Mian	Mian Weng		mpt	mian1256	Nuclear Trans New Guinea	1986	2012-11-24	Copyright © 1986 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Gode Dowan Wengobe	https://ebible.org/Scriptures/mpt_html.zip
misimapaneati	Misima-Paneati	Misima-Paneati		mpx	misi1243	Austronesian	1947	2012-11-25	Copyright © 1947, 1997, 2011, 2016, 2018 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Bateli Vavaluna	https://ebible.org/Scriptures/mpx_html.zip
mbukont	Mbuko	Mbuko		mqb	mbuk1243	Afro-Asiatic	2010	2014-04-30	Copyright © 2010 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Aɓan 'am wiya awan	https://ebible.org/Scriptures/mqbNT_html.zip
mamasant	Mamasa	Mamasa		mqj	mama1276	Austronesian	2011	2022-03-11	Copyright © 2011 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Buku Masero: Pa'dandi Bakaru	https://ebible.org/Scriptures/mqjNT_html.zip
mariaindia	Maria (India)	Maria		mrr	mari1414	Dravidian	2019	2020-11-18	Copyright © 2019 Wycliffe Bible Translators, Inc.	All rights reserved	The Seed Company	Hill Madia	https://ebible.org/Scriptures/mrr_html.zip
masbatenyo	Masbatenyo	Masbatenyo		msb	masb1238	Austronesian	1993	2015-03-17	Copyright © 1993 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	An Maayo na Barita Hali sa Dios	https://ebible.org/Scriptures/msb_html.zip
sankaranmaninka	Sankaran Maninka	Sankaran Maninka		msc	sank1253	Mande	2015	2022-06-21	Copyright © 2015 Pioneer Bible Translators	CCBYND-4.0	Pioneer Bible Translators	Alla la Kitabu Seniman	https://ebible.org/Scriptures/msc_html.zip
mansaka	Mansaka	Mansaka		msk	mans1262	Austronesian	1975	2015-03-17	Copyright © 1975 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Yang Bago na Togon Kanatu	https://ebible.org/Scriptures/msk_html.zip
agusanmanobont	Agusan Manobo	Manobo, Agusan		msm	agus1235	Austronesian	1999	2014-04-30	Copyright © 1999 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Kasuyatan to Diyus	https://ebible.org/Scriptures/msmNT_html.zip
aruamu2020	Aruamu	Aruamu		msy	arua1260	Ramu	2020	2022-06-21	Copyright © 2020 Pioneer Bible Translators	CCBYND-4.0	Pioneer Bible Translators	Godɨn Eghaghanim: Akar Gavgavir Dɨkɨrɨzir Ghurim ko Igiam	https://ebible.org/Scriptures/msy2020_html.zip
aruamu	Aruamu	Aruamu		msy	arua1260	Ramu	2004	2021-03-04	Copyright © 2004 Pioneer Bible Translators and the Bible Society of Papua New Guinea	CCBYND-4.0	Pioneer Bible Translators	Godɨn Akar Aghuim; Akar Dɨkɨrɨzir Gavgavir Igiam	https://ebible.org/Scriptures/msy_html.zip
cotabatomanobo	Cotabato Manobo	Mango		mta	cota1241	Austronesian	2020	2020-11-18	Copyright © 2020 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Ta lə Lubə Kunmindɨ kɨ́ Sigɨ	https://ebible.org/Scriptures/mta_html.zip
maiwapapuanewguinea	Maiwa (Papua New Guinea)	Maiwa		mti	maiw1251	Dagan	2011	2016-08-30	Copyright © 2011 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	GAE  MATAIWA	https://ebible.org/Scriptures/mti_html.zip
totontepecmixent	Totontepec Mixe	Totontepec Mixe,		mto	toto1305	Mixe-Zoque	1989	2018-11-16	Copyright © 1989 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Ya̱ʼa̱ tseʼe je̱ nam ko̱jtstán juuʼ veʼe je̱ Nteʼyamˍ xyaktaajnjimdu je̱ nMa̱j Vintsá̱namda Jesucristo ka̱jx	https://ebible.org/Scriptures/mtoNT_html.zip
mundu	Mündü	Mündü		muh	mund1326	Atlantic-Congo	2005	2020-11-19	Copyright © 2005 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	To Ngü Mürü ka Me bete Gina Ngü (S Sudan)	https://ebible.org/Scriptures/muh_html.zip
murle	Murle	Murle		mur	murl1244	Surmic	2013	2020-11-19	Copyright © 2013 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	ZƆƆZ O JOOWO	https://ebible.org/Scriptures/mur_html.zip
boung	Bo-Ung	Bo-Ung (Mara-Gomu)	Mara-Gomu	mux	boun1245	Nuclear Trans New Guinea	2004	2016-08-30	Copyright © 2004 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	PULU YILI-NGA UNG KONALE	https://ebible.org/Scriptures/mux_html.zip
muyang	Muyang	Muyang		muy	muya1243	Afro-Asiatic	2013	2015-03-17	Copyright © 2013 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Ma Mʉweni Sulumani ge Melefit	https://ebible.org/Scriptures/muy_html.zip
manam	Manam	Manam		mva	mana1295	Austronesian	1996	2016-08-30	Copyright © 1996 Papua New Guinea Bible Translation Association	CCBYNCND-4.0	Wycliffe Bible Translators	Testamen Oauoau	https://ebible.org/Scriptures/mva_html.zip
minaveha	Minaveha	Minaveha		mvn	mina1269	Austronesian	2008	2018-04-23	Copyright © 2008 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Awaeha Vovouna Minaveha Movia	https://ebible.org/Scriptures/mvn_html.zip
are	Are	Are		mwc	aree1239	Austronesian	2011	2012-01-19	Copyright © 2011-2016 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	God Wonana Kaoaobaisiyena	https://ebible.org/Scriptures/mwc_html.zip
mwerachimwera	Mwera (Chimwera)	Mwera		mwe	mwer1248	Atlantic-Congo	2019	2022-06-21	Copyright © 2019 Pioneer Bible Translators	CCBYND-4.0	Pioneer Bible Translators	Malagano ga Ambi	https://ebible.org/Scriptures/mwe_html.zip
murrinypatha2018	Murriny Patha	Murrinhpatha		mwf	murr1258	Southern Daly	2018	2023-09-15	Copyright © 2018 Bible Society Australia	CCBYND-4.0		Murrinhpatha Bible	https://ebible.org/Scriptures/mwf2018_html.zip
kalalagawya	Kala Lagaw Ya	Kala Lagaw		mwp	kala1377	Pama-Nyungan	2014	2021-11-12	Copyright © 2014 Wycliffe Bible Translators	CCBYNCND-4.0		Minar Poelayzimayl	https://ebible.org/Scriptures/mwp_html.zip
tezoatlanmixtecnt	Tezoatlán Mixtec	Mixtec, Tezoatlán		mxb	tezo1238	Otomanguean	2006	2014-04-30	Copyright © 2006 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Tuti yó'o kúú to̱'on Ndios, ta xí'o ña kuendá sa'a̱ Jesús	https://ebible.org/Scriptures/mxbNT_html.zip
tlahuitoltepecmixent	Tlahuitoltepec Mixe	Mixe, Tlahuitoltepec		mxp	tlah1239	Mixe-Zoque	1987	2014-04-30	Copyright © 1987 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Ja øgyajpxy ja ømyadya̱ʼa̱ky midi xukpa̱a̱jtɨmp ja nɨtsoʼokʼajtɨn	https://ebible.org/Scriptures/mxpNT_html.zip
